240,-1,0,1,1,267,268,0.57143
0,0,1,1,1,9,9,0.57143
840,0,1,0,1,882,882,0.42857
480,37,0,0,2,501,464,0.28571
240,-23,0,0,2,220,243,0.28571
240,-16,0,0,1,232,248,0.42857
480,49,0,0,1,519,470,0.42857
480,0,1,0,1,524,524,0.42857
840,0,1,1,1,851,851,0.57143
240,6,0,1,1,279,273,0.57143
840,0,1,0,2,794,794,0.28571
480,-19,0,0,1,501,520,0.42857
840,0,1,0,1,824,824,0.42857
840,12,0,1,1,837,825,0.57143
840,12,0,1,1,869,857,0.57143
240,-50,0,0,3,193,243,0.14286
840,-10,0,0,1,833,843,0.42857
840,-19,0,0,1,826,845,0.42857
240,-51,0,0,3,243,294,0.14286
480,0,1,1,1,485,485,0.57143
240,0,1,1,1,258,258,0.57143
0,0,1,1,1,-18,-18,0.57143
480,0,1,0,1,452,452,0.42857
840,0,1,0,2,893,893,0.28571
480,0,1,0,2,480,480,0.28571
0,35,0,0,3,10,-25,0.14286
0,60,0,0,4,45,-15,0
0,15,0,0,3,41,26,0.14286
240,-41,0,0,3,213,254,0.14286
240,0,1,1,2,246,246,0.71429
240,0,1,1,1,183,183,0.57143
0,0,1,1,3,-55,-55,0.85714
0,0,1,1,3,-32,-32,0.85714
0,0,1,1,3,-60,-60,0.85714
480,67,0,0,3,479,412,0.14286
480,18,0,0,2,498,480,0.28571
0,-69,0,0,3,-9,60,0.14286
240,0,1,1,3,195,195,0.85714
480,0,1,1,2,448,448,0.71429
840,27,0,1,1,826,799,0.57143
840,-18,0,1,1,824,842,0.57143
240,0,1,1,2,255,255,0.71429
480,0,1,1,2,500,500,0.71429
480,-15,0,0,2,478,493,0.28571
840,0,1,1,2,830,830,0.71429
240,0,1,1,1,245,245,0.57143
840,-50,0,0,1,797,847,0.42857
840,8,0,1,1,857,849,0.57143
0,62,0,1,3,31,-31,0.85714
240,0,1,1,2,237,237,0.71429
840,7,0,1,2,852,845,0.71429
0,68,0,0,3,25,-43,0.14286
840,-35,0,1,2,835,870,0.71429
0,4,0,1,2,16,12,0.71429
840,0,1,1,2,833,833,0.71429
840,38,0,1,2,856,818,0.71429
0,0,1,1,3,6,6,0.85714
480,-16,0,1,3,445,461,0.85714
0,0,1,1,3,22,22,0.85714
0,-16,0,0,2,6,22,0.28571
840,0,1,0,2,831,831,0.28571
240,0,1,1,3,200,200,0.85714
0,-7,0,0,1,3,10,0.42857
840,38,0,1,2,884,846,0.71429
840,-22,0,1,1,826,848,0.57143
240,6,0,1,1,256,250,0.57143
480,0,1,1,1,502,502,0.57143
840,0,1,1,1,814,814,0.57143
840,0,1,1,1,877,877,0.57143
840,0,1,1,1,820,820,0.57143
480,54,0,0,2,518,464,0.28571
480,0,1,1,1,479,479,0.57143
0,0,1,1,3,11,11,0.85714
240,0,1,1,3,237,237,0.85714
240,0,1,1,3,254,254,0.85714
840,41,0,0,2,876,835,0.28571
240,-18,0,1,1,220,238,0.57143
840,0,1,0,2,854,854,0.28571
0,48,0,0,3,12,-36,0.14286
840,0,1,1,1,796,796,0.57143
240,-10,0,1,2,242,252,0.71429
240,-32,0,0,2,206,238,0.28571
240,0,1,1,2,240,240,0.71429
480,0,1,0,2,470,470,0.28571
480,0,1,1,2,482,482,0.71429
480,0,1,1,2,444,444,0.71429
480,0,1,1,2,485,485,0.71429
0,-17,0,0,1,-18,-1,0.42857
240,39,0,0,1,236,197,0.42857
0,0,1,1,3,-9,-9,0.85714
480,0,1,1,1,473,473,0.57143
0,-5,0,1,1,-2,3,0.57143
840,-44,0,0,1,834,878,0.42857
240,0,1,1,1,251,251,0.57143
480,0,1,0,1,471,471,0.42857
840,0,1,1,1,842,842,0.57143
0,0,1,1,1,3,3,0.57143
480,-58,0,0,2,471,529,0.28571
240,-28,0,0,2,225,253,0.28571
240,6,0,1,1,257,251,0.57143
240,0,1,1,1,247,247,0.57143
480,0,1,1,1,491,491,0.57143
0,0,1,1,1,24,24,0.57143
0,-41,0,0,3,-20,21,0.14286
480,14,0,0,2,480,466,0.28571
480,0,1,0,2,493,493,0.28571
480,-32,0,1,2,468,500,0.71429
0,0,1,1,3,15,15,0.85714
840,0,1,1,2,855,855,0.71429
840,0,1,1,1,838,838,0.57143
240,-12,0,1,1,230,242,0.57143
0,8,0,0,2,38,30,0.28571
0,0,1,1,2,46,46,0.71429
840,14,0,0,3,816,802,0.14286
480,0,1,0,2,472,472,0.28571
0,0,1,1,1,30,30,0.57143
0,0,1,1,3,-25,-25,0.85714
0,-18,0,0,2,-24,-6,0.28571
240,0,1,1,3,233,233,0.85714
240,0,1,1,3,231,231,0.85714
840,0,1,1,1,822,822,0.57143
240,-29,0,0,2,232,261,0.28571
240,0,1,0,1,237,237,0.42857
480,-12,0,1,1,467,479,0.57143
480,0,1,0,2,499,499,0.28571
480,0,1,1,1,500,500,0.57143
240,0,1,0,1,260,260,0.42857
240,0,1,0,1,224,224,0.42857
480,0,1,1,2,490,490,0.71429
480,0,1,1,2,455,455,0.71429
240,57,0,0,3,266,209,0.14286
0,-4,0,1,2,-11,-7,0.71429
240,0,1,1,3,237,237,0.85714
0,0,1,1,3,-13,-13,0.85714
240,48,0,0,3,255,207,0.14286
480,16,0,0,2,485,469,0.28571
240,-81,0,0,3,173,254,0.14286
840,0,1,1,1,822,822,0.57143
240,0,1,1,1,230,230,0.57143
840,0,1,0,2,857,857,0.28571
240,0,1,0,2,245,245,0.28571
240,0,1,1,3,211,211,0.85714
840,0,1,0,1,856,856,0.42857
240,0,1,0,1,226,226,0.42857
0,0,1,1,3,-15,-15,0.85714
480,0,1,1,2,507,507,0.71429
0,12,0,0,2,2,-10,0.28571
240,71,0,0,3,283,212,0.14286
0,-15,0,1,1,-26,-11,0.57143
240,0,1,0,1,246,246,0.42857
240,-47,0,0,3,231,278,0.14286
480,-15,0,1,1,480,495,0.57143
480,0,1,0,1,490,490,0.42857
480,10,0,1,1,463,453,0.57143
480,-61,0,0,2,464,525,0.28571
240,-33,0,0,2,207,240,0.28571
0,-27,0,0,2,2,29,0.28571
480,0,1,1,1,501,501,0.57143
240,0,1,1,2,250,250,0.71429
240,65,0,0,3,263,198,0.14286
0,16,0,0,2,2,-14,0.28571
840,0,1,1,1,883,883,0.57143
840,-49,0,0,2,841,890,0.28571
840,0,1,1,2,793,793,0.71429
840,0,1,1,2,835,835,0.71429
840,-66,0,0,2,816,882,0.28571
840,0,1,1,1,844,844,0.57143
840,-49,0,1,1,832,881,0.57143
480,-37,0,0,1,479,516,0.42857
480,44,0,0,2,530,486,0.28571
240,0,1,1,1,187,187,0.57143
0,0,1,1,3,-5,-5,0.85714
840,0,1,0,1,798,798,0.42857
