840,-54,3,-1,1,813,867,0.42857
240,38,2,-1,3,250,212,0.14286
0,33,2,-1,3,14,-19,0.14286
0,-2,3,1,3,8,10,0.85714
0,18,2,-1,4,1,-17,0
0,7,2,-1,1,6,-1,0.42857
0,-55,3,1,4,-52,3,1
0,-29,3,1,4,5,34,1
0,8,2,-1,3,7,-1,0.14286
480,42,2,-1,3,519,477,0.14286
240,-27,3,1,3,183,210,0.85714
0,10,2,-1,2,-4,-14,0.28571
840,-25,3,-1,1,809,834,0.42857
480,14,2,1,1,493,479,0.57143
0,69,2,-1,4,75,6,0
240,-14,3,-1,2,194,208,0.28571
480,-1,3,-1,1,484,485,0.42857
240,-11,3,1,1,213,224,0.57143
840,-27,3,1,1,841,868,0.57143
840,-2,3,-1,1,864,866,0.42857
240,2,2,1,1,237,235,0.57143
0,53,2,-1,3,19,-34,0.14286
240,6,2,-1,1,218,212,0.42857
480,-16,3,1,1,464,480,0.57143
840,-18,3,-1,1,827,845,0.42857
240,-25,3,1,1,204,229,0.57143
0,-4,3,1,3,-8,-4,0.85714
840,9,2,-1,1,851,842,0.42857
0,-1,3,1,1,9,10,0.57143
480,6,2,1,1,475,469,0.57143
0,30,2,-1,3,-6,-36,0.14286
0,0,2,1,3,-8,-8,0.85714
480,43,2,-1,1,508,465,0.42857
0,13,2,1,1,12,-1,0.57143
0,-28,3,1,3,27,55,0.85714
0,-22,3,1,3,-15,7,0.85714
0,22,2,-1,3,15,-7,0.14286
240,-53,3,1,3,220,273,0.85714
0,0,2,1,2,26,26,0.71429
0,3,2,1,2,21,18,0.71429
840,39,2,-1,2,868,829,0.28571
240,-68,3,1,3,206,274,0.85714
840,56,2,-1,3,905,849,0.14286
240,-22,3,1,1,241,263,0.57143
240,3,2,-1,1,252,249,0.42857
0,24,2,-1,1,14,-10,0.42857
480,37,2,-1,1,481,444,0.42857
840,-25,3,-1,1,823,848,0.42857
480,32,2,1,1,509,477,0.57143
240,32,2,-1,2,239,207,0.28571
240,2,2,-1,2,244,242,0.28571
0,-5,3,1,2,12,17,0.71429
840,-35,3,-1,1,789,824,0.42857
480,-45,3,1,1,427,472,0.57143
480,0,2,-1,1,470,470,0.42857
840,22,2,-1,1,831,809,0.42857
240,-59,3,1,2,173,232,0.71429
480,10,2,-1,1,497,487,0.42857
480,69,2,1,1,532,463,0.57143
840,17,2,-1,2,878,861,0.28571
240,-22,3,1,2,250,272,0.71429
840,-30,3,-1,1,817,847,0.42857
840,52,2,1,1,864,812,0.57143
840,-7,3,-1,1,841,848,0.42857
0,10,2,-1,1,-8,-18,0.42857
840,-64,3,1,2,821,885,0.71429
240,-31,3,1,2,229,260,0.71429
480,-50,3,1,2,462,512,0.71429
840,4,2,-1,2,817,813,0.28571
0,7,2,1,1,-12,-19,0.57143
240,20,2,-1,2,236,216,0.28571
0,-25,3,1,1,-10,15,0.57143
480,27,2,1,1,505,478,0.57143
0,-34,3,1,3,-24,10,0.85714
480,-63,3,1,3,492,555,0.85714
840,-33,3,1,1,818,851,0.57143
840,-1,3,1,1,876,877,0.57143
840,-8,3,1,1,828,836,0.57143
840,-7,3,1,1,817,824,0.57143
480,18,2,1,1,495,477,0.57143
240,15,2,-1,1,224,209,0.42857
240,13,2,-1,1,277,264,0.42857
480,31,2,-1,1,479,448,0.42857
480,-2,3,1,1,485,487,0.57143
0,12,2,1,1,5,-7,0.57143
0,47,2,-1,1,49,2,0.42857
240,66,2,-1,3,280,214,0.14286
240,31,2,-1,3,271,240,0.14286
240,-23,3,1,1,212,235,0.57143
480,-29,3,1,1,485,514,0.57143
240,-78,3,1,3,197,275,0.85714
840,-28,3,-1,2,822,850,0.28571
840,-45,3,1,1,823,868,0.57143
840,14,2,-1,2,859,845,0.28571
480,-14,3,-1,1,461,475,0.42857
480,-71,3,1,1,467,538,0.57143
0,-77,3,1,3,-58,19,0.85714
240,-31,3,1,2,221,252,0.71429
480,28,2,1,2,512,484,0.71429
240,8,2,-1,1,239,231,0.42857
0,-16,3,1,2,-19,-3,0.71429
240,22,2,-1,1,211,189,0.42857
480,-30,3,1,1,453,483,0.57143
240,-31,3,1,2,238,269,0.71429
480,29,2,-1,2,483,454,0.28571
840,50,2,1,1,883,833,0.57143
480,9,2,-1,1,491,482,0.42857
0,-10,3,1,2,-23,-13,0.71429
480,67,2,-1,3,497,430,0.14286
840,-3,3,-1,3,865,868,0.14286
480,-17,3,1,2,445,462,0.71429
840,23,2,-1,2,847,824,0.28571
240,14,2,-1,2,254,240,0.28571
840,-24,3,-1,2,833,857,0.28571
480,59,2,-1,2,503,444,0.28571
0,7,2,-1,1,20,13,0.42857
840,33,2,-1,1,838,805,0.42857
0,-39,3,1,1,-14,25,0.57143
240,-51,3,1,2,207,258,0.71429
0,18,2,1,2,-0,-18,0.71429
480,-14,3,1,1,481,495,0.57143
480,17,2,1,1,481,464,0.57143
0,40,2,-1,4,27,-13,0
840,-34,3,1,1,845,879,0.57143
840,-39,3,1,1,828,867,0.57143
240,66,2,-1,3,338,272,0.14286
480,-9,3,-1,3,468,477,0.14286
240,-35,3,1,3,240,275,0.85714
0,49,2,-1,3,47,-2,0.14286
480,3,2,-1,1,482,479,0.42857
0,48,2,-1,3,18,-30,0.14286
240,43,2,-1,3,275,232,0.14286
240,27,2,-1,4,236,209,0
0,-88,3,1,4,-49,39,1
240,30,2,-1,4,222,192,0
240,-4,3,1,3,243,247,0.85714
240,-22,3,1,3,243,265,0.85714
480,7,2,1,2,482,475,0.71429
0,-9,3,1,2,18,27,0.71429
240,-8,3,1,2,228,236,0.71429
240,-57,3,1,2,215,272,0.71429
0,26,2,-1,2,-11,-37,0.28571
240,29,2,-1,2,271,242,0.28571
0,-70,3,1,4,-40,30,1
480,-33,3,1,1,482,515,0.57143
