240,12,2,1,3,234,222,0.85714
0,-39,3,1,3,-41,-2,0.85714
480,64,2,-1,3,528,464,0.14286
0,18,2,-1,1,-4,-22,0.42857
240,46,2,-1,3,287,241,0.14286
480,-14,3,1,3,455,469,0.85714
480,-55,3,1,2,449,504,0.71429
480,-65,3,1,2,465,530,0.71429
0,9,2,1,3,4,-5,0.85714
840,20,2,-1,3,840,820,0.14286
240,-4,3,1,2,266,270,0.71429
480,37,2,-1,3,506,469,0.14286
480,-88,3,1,2,475,563,0.71429
240,21,2,-1,1,246,225,0.42857
480,7,2,1,3,483,476,0.85714
840,-18,3,1,3,817,835,0.85714
480,6,2,-1,3,481,475,0.14286
480,26,2,-1,2,480,454,0.28571
0,1,2,1,3,-22,-23,0.85714
480,-5,3,-1,1,480,485,0.42857
240,-5,3,-1,3,272,277,0.14286
480,-29,3,1,2,468,497,0.71429
240,23,2,-1,3,247,224,0.14286
480,23,2,-1,2,509,486,0.28571
240,-16,3,1,2,216,232,0.71429
480,20,2,-1,3,488,468,0.14286
840,39,2,-1,4,874,835,0
480,-24,3,1,1,463,487,0.57143
240,-40,3,1,2,215,255,0.71429
840,26,2,-1,3,856,830,0.14286
840,36,2,1,2,847,811,0.71429
0,10,2,1,2,-1,-11,0.71429
0,-13,3,-1,3,-1,12,0.14286
240,-29,3,1,1,219,248,0.57143
840,-46,3,1,3,805,851,0.85714
0,-48,3,1,3,-25,23,0.85714
0,30,2,1,3,39,9,0.85714
0,-54,3,1,3,-15,39,0.85714
240,49,2,-1,3,281,232,0.14286
0,47,2,1,2,44,-3,0.71429
840,-70,3,1,2,809,879,0.71429
0,-5,3,-1,1,-33,-28,0.42857
480,-12,3,1,2,472,484,0.71429
0,74,2,1,3,24,-50,0.85714
840,3,2,-1,3,866,863,0.14286
0,35,2,-1,3,19,-16,0.14286
0,-2,3,-1,3,-4,-2,0.14286
840,-8,3,-1,3,847,855,0.14286
0,-35,3,1,2,-16,19,0.71429
480,-1,3,-1,3,495,496,0.14286
240,50,2,-1,3,259,209,0.14286
480,28,2,-1,4,527,499,0
480,6,2,-1,1,488,482,0.42857
840,-13,3,1,2,826,839,0.71429
240,11,2,-1,3,256,245,0.14286
840,-9,3,1,4,850,859,1
480,-38,3,1,4,473,511,1
0,-1,3,-1,4,7,8,0
240,-21,3,-1,3,235,256,0.14286
840,76,2,-1,2,875,799,0.28571
240,-23,3,1,3,262,285,0.85714
240,15,2,-1,3,277,262,0.14286
840,14,2,-1,4,811,797,0
840,-69,3,1,3,818,887,0.85714
240,12,2,-1,4,247,235,0
0,2,2,1,4,-5,-7,1
480,15,2,-1,4,503,488,0
840,10,2,1,4,827,817,1
0,18,2,-1,3,28,10,0.14286
0,-38,3,1,4,-8,30,1
840,-24,3,1,4,838,862,1
240,-2,3,-1,4,231,233,0
840,21,2,-1,3,862,841,0.14286
840,18,2,-1,4,851,833,0
240,-2,3,1,4,236,238,1
840,29,2,-1,4,889,860,0
480,-11,3,1,3,466,477,0.85714
480,-56,3,1,4,437,493,1
840,11,2,1,4,838,827,1
840,8,2,1,4,848,840,1
480,-46,3,1,2,439,485,0.71429
240,33,2,-1,3,246,213,0.14286
840,-67,3,1,4,789,856,1
240,-12,3,-1,4,246,258,0
240,-38,3,1,4,213,251,1
480,-57,3,1,4,449,506,1
0,17,2,1,4,20,3,1
0,47,2,-1,4,23,-24,0
480,55,2,-1,3,534,479,0.14286
